user_id,age,sex,education,primary_source_of_income,sum_of_monthly_installments,sum_of_monthly_expenses,country,signup_date,risk_score
U03107,27,Female,PhD,Employment,224.44,121.05,Sweden,2024-10-04,0.575808271864333
U03108,36,Male,High School,Retirement,454.19,779.82,Germany,2020-11-05,0.4837561891705291
U03109,54,Other,High School,Student Aid,32.24,642.89,Czech Republic,2022-07-16,0.5661957823285358
U03110,54,Female,High School,Retirement,756.24,2957.16,Denmark,2025-03-17,0.606387383763247
U03111,61,Male,Master,Retirement,36.58,59.03,Portugal,2020-12-16,0.2691993390601109
U03112,55,Female,Bachelor,Business,78.78,124.35,Spain,2024-07-10,0.5602149855416567
U03113,21,Male,High School,Unemployment,32.41,1604.16,Italy,2024-03-05,0.21066845258059874
U03114,64,Female,High School,Employment,188.14,327.3,France,2024-08-24,0.41874552893653305
U03115,52,Other,Master,Savings,408.05,2028.67,Ireland,2023-05-14,0.4107918389530069
U03116,44,Female,High School,Savings,61.59,1885.54,Netherlands,2020-10-10,0.7766832044298091
U03117,59,Other,None,Retirement,365.61,2653.09,Czech Republic,2024-07-21,0.46578319421826503
U03118,44,Female,None,Employment,82.18,2355.29,Poland,2025-02-15,0.564019119593526
U03119,69,Male,Master,Unemployment,138.64,228.51,France,2021-09-21,0.4565730163385581
U03120,57,Female,None,Savings,383.88,6019.89,Sweden,2023-06-07,0.3990026711542157
U03121,46,Female,PhD,Savings,5.98,150.07,France,2021-08-22,0.5339245868486291
U03122,71,Female,High School,Student Aid,340.39,3695.35,Czech Republic,2022-06-22,0.5338706290110224
U03123,49,Other,Bachelor,Student Aid,133.95,55.84,France,2021-03-06,0.48883786881147184
U03124,50,Male,PhD,Savings,65.53,953.21,Finland,2025-03-09,0.48947206156738793
U03125,41,Female,High School,Student Aid,237.24,658.14,Denmark,2021-04-14,0.3515587831577811
U03126,66,Female,Bachelor,Student Aid,29.94,464.14,Sweden,2022-03-31,0.8135322030705752
U03127,42,Female,PhD,Business,292.33,206.56,Austria,2024-08-18,0.4757092780155108
U03128,22,Female,PhD,Savings,356.51,1977.21,Spain,2020-04-28,0.6669789686865466
U03129,45,Female,PhD,Savings,45.89,4.5,Finland,2020-09-04,0.35417566730850125
U03130,38,Male,Master,Student Aid,168.16,4122.96,Ireland,2020-05-29,0.5119369319834841
U03131,20,Male,Master,Unemployment,57.79,1788.5,Portugal,2022-05-20,0.5568325681704254
U03132,42,Female,High School,Student Aid,233.59,2674.52,Germany,2020-09-10,0.47503309857950937
U03133,20,Male,Bachelor,Employment,83.25,1782.96,France,2024-04-25,0.6172037179709772
U03134,64,Other,High School,Employment,704.2,895.48,Finland,2023-05-26,0.5078559153091353
U03135,48,Female,None,Unemployment,1162.54,3857.69,Portugal,2023-07-24,0.6129272496800406
U03136,35,Male,PhD,Student Aid,621.88,366.92,Czech Republic,2021-07-31,0.4500027508237994
U03137,26,Other,Bachelor,Unemployment,22.64,2174.68,Austria,2021-10-29,0.7150450413226817
U03138,70,Other,None,Student Aid,1097.71,694.7,Germany,2020-08-08,0.22105054391753026
U03139,20,Female,High School,Savings,330.49,31.93,Italy,2025-01-02,0.7228488682771157
U03140,67,Other,High School,Student Aid,209.39,496.22,Belgium,2023-11-14,0.3597740497141383
U03141,18,Other,None,Student Aid,951.65,293.19,Netherlands,2022-03-19,0.4896708133690604
U03142,29,Male,None,Student Aid,571.33,977.62,Sweden,2023-01-15,0.4775435266963993
U03143,19,Male,None,Unemployment,65.74,1234.61,France,2022-06-01,0.715513868080669
U03144,31,Other,None,Business,388.87,120.5,France,2023-11-05,0.469093150193589
U03145,53,Male,Master,Business,1505.58,1362.76,Czech Republic,2023-01-10,0.4436883142759034
U03146,57,Female,High School,Unemployment,120.06,1261.04,Austria,2022-08-11,0.46146064515228247
U03147,27,Female,Bachelor,Retirement,389.05,855.39,Germany,2020-12-18,0.2588000312724552
U03148,53,Female,Bachelor,Savings,39.68,997.35,Ireland,2025-03-01,0.25681941356435734
U03149,43,Male,Master,Retirement,71.64,280.33,Austria,2023-06-23,0.46834276022626165
U03150,66,Female,Master,Business,167.76,483.07,Poland,2021-04-26,0.4617937372292603
U03151,35,Other,None,Unemployment,247.34,1215.88,Italy,2024-07-28,0.2739071490733357
U03152,26,Female,None,Employment,155.41,2498.49,Austria,2020-10-01,0.42696547137661633
U03153,41,Other,PhD,Employment,325.37,698.45,Netherlands,2021-10-30,0.4819333442377263
U03154,34,Male,None,Unemployment,294.72,63.73,Netherlands,2022-03-15,0.5066109234940086
U03155,67,Female,Master,Employment,67.51,1977.54,Poland,2024-09-09,0.26029167621066573
U03156,62,Female,Bachelor,Unemployment,95.66,336.46,Netherlands,2020-09-10,0.44238151114857494
U03157,70,Male,High School,Unemployment,117.77,1618.89,Austria,2023-09-18,0.44247583761206766
U03158,28,Male,High School,Savings,619.15,1629.16,Czech Republic,2020-11-21,0.6346978321676108
U03159,48,Male,PhD,Employment,129.32,151.59,Austria,2024-04-04,0.7701119103854179
U03160,51,Male,Bachelor,Student Aid,426.8,423.02,Spain,2022-09-15,0.40066473493991955
U03161,38,Male,PhD,Unemployment,1034.75,3699.0,Netherlands,2022-12-12,0.5893977202579118
U03162,67,Female,Master,Unemployment,23.91,768.75,France,2023-02-01,0.5468015768910074
U03163,44,Other,Master,Employment,165.79,2179.22,Austria,2021-01-14,0.4443511549093064
U03164,38,Other,PhD,Business,271.14,4376.85,France,2025-01-03,0.604933904204161
U03165,41,Female,PhD,Employment,218.92,308.11,Netherlands,2024-03-10,0.7587616114574591
U03166,41,Other,Bachelor,Employment,186.81,1140.41,Italy,2020-05-15,0.7606449050163324
U03167,21,Female,High School,Business,114.71,317.05,Belgium,2023-06-11,0.5696548690766534
U03168,26,Female,Master,Employment,275.91,3888.6,France,2022-01-04,0.6836416189033598
U03169,35,Other,Bachelor,Unemployment,446.9,281.48,Denmark,2022-10-13,0.320296753049757
U03170,66,Female,High School,Unemployment,452.52,1601.46,Austria,2025-02-05,0.47551202613509247
U03171,23,Other,PhD,Student Aid,168.4,802.01,Finland,2022-11-21,0.5607553078783569
U03172,44,Male,Master,Unemployment,72.71,469.92,Czech Republic,2022-05-14,0.37316717354680795
U03173,19,Other,PhD,Business,24.25,596.49,Germany,2024-04-01,0.4441235752199293
U03174,50,Male,High School,Business,878.44,339.67,France,2023-06-09,0.34303771457094323
U03175,63,Female,None,Employment,126.4,1142.4,Portugal,2024-07-01,0.5611534605255766
U03176,42,Other,Bachelor,Employment,97.19,132.24,Denmark,2021-12-19,0.5871499309942538
U03177,56,Female,PhD,Savings,634.63,48.04,Finland,2024-12-14,0.47574285257290927
U03178,72,Male,PhD,Unemployment,198.95,134.16,Spain,2022-05-22,0.5095105266290739
U03179,21,Female,PhD,Employment,562.52,877.15,Portugal,2021-08-01,0.3156233641643369
U03180,20,Female,Bachelor,Savings,375.66,1456.23,France,2020-05-10,0.8057812092933239
U03181,50,Other,None,Business,515.75,72.98,Italy,2023-10-16,0.6211709687817959
U03182,60,Female,High School,Retirement,113.72,1887.16,Finland,2020-07-04,0.4941513595420962
U03183,46,Male,PhD,Business,322.43,4447.88,Austria,2022-04-14,0.6101330407495676
U03184,24,Other,High School,Student Aid,213.39,5735.11,Finland,2024-11-28,0.6394023225901331
U03185,68,Other,None,Business,594.03,812.05,Italy,2023-04-02,0.580868835729633
U03186,55,Other,Bachelor,Business,23.48,91.43,Germany,2020-05-20,0.788215928982993
U03187,35,Male,PhD,Employment,31.7,491.56,Spain,2023-02-25,0.40346242715761876
U03188,66,Male,Bachelor,Unemployment,89.12,2278.23,Poland,2020-04-25,0.16084506259102488
U03189,58,Other,Bachelor,Employment,286.3,4536.55,Ireland,2023-07-04,0.4674759424666785
U03190,46,Male,PhD,Unemployment,10.04,1115.08,Czech Republic,2022-12-02,0.4560863121841318
U03191,63,Female,Bachelor,Business,685.51,487.25,Netherlands,2021-03-09,0.4757480109178257
U03192,57,Female,PhD,Employment,448.86,1261.79,Czech Republic,2022-01-18,0.4669919738942458
U03193,18,Female,High School,Retirement,449.02,919.05,Germany,2024-10-23,0.5630402793584842
U03194,47,Female,Master,Retirement,254.3,3768.29,Netherlands,2022-04-30,0.6957444033185628
U03195,72,Other,PhD,Business,520.25,4802.81,Netherlands,2023-11-16,0.7177558821165235
U03196,72,Male,Bachelor,Employment,404.65,709.74,Poland,2024-06-27,0.42645523846091277
U03197,18,Male,Master,Business,12.06,541.65,Spain,2020-10-24,0.36126112764210894
U03198,39,Female,Master,Savings,55.04,2182.4,Germany,2021-07-07,0.5403163683722962
U03199,48,Female,Bachelor,Retirement,368.42,480.06,Austria,2022-09-07,0.7180502261110927
U03200,41,Female,Master,Retirement,288.65,3479.75,Germany,2021-02-04,0.4010756437523574
U03201,65,Male,High School,Student Aid,200.72,5510.41,Czech Republic,2020-09-04,0.4403676955181333
U03202,56,Male,Master,Retirement,72.2,1093.22,Finland,2022-04-10,0.2923222970862505
U03203,23,Female,None,Savings,103.78,101.87,Sweden,2024-09-21,0.4951277975087172
U03204,70,Female,Bachelor,Student Aid,660.11,282.6,Spain,2023-10-26,0.4671892980573771
U03205,73,Male,None,Unemployment,665.55,810.53,Germany,2023-06-22,0.37530408025395734
U03206,41,Male,Bachelor,Student Aid,69.1,448.21,Finland,2024-03-15,0.5305858027017356
U03207,47,Other,High School,Employment,126.71,1179.13,Sweden,2021-01-09,0.4631006992466449
U03208,37,Other,Bachelor,Business,119.23,659.63,Finland,2021-02-11,0.5670055416213716
U03209,22,Female,High School,Employment,381.53,1143.8,Czech Republic,2024-08-08,0.3329381719367188
U03210,47,Other,Master,Retirement,141.03,743.87,Finland,2021-06-09,0.701752798440737
U03211,22,Female,Bachelor,Savings,163.24,250.16,Finland,2023-08-29,0.5682056594625161
U03212,19,Male,High School,Business,2.47,1230.86,Italy,2020-12-09,0.4900751098180348
U03213,25,Female,None,Student Aid,468.3,1837.32,Spain,2025-02-18,0.5681753858128442
U03214,69,Other,Master,Retirement,41.29,115.04,Austria,2020-10-31,0.3157263985428639
U03215,50,Other,High School,Unemployment,125.84,133.89,Germany,2024-01-02,0.5003275386255553
U03216,56,Female,PhD,Savings,66.95,4346.82,Czech Republic,2021-06-01,0.29373721502493727
U03217,41,Male,Bachelor,Savings,117.28,500.81,Spain,2022-04-26,0.4369597588833717
U03218,73,Other,Bachelor,Retirement,315.21,153.52,Poland,2022-10-14,0.8093076729510289
U03219,54,Other,High School,Student Aid,19.92,258.89,Italy,2022-07-10,0.6384567240840142
U03220,71,Other,PhD,Unemployment,237.6,3722.07,Denmark,2022-12-25,0.5609141028273
U03221,48,Other,None,Employment,71.31,2000.2,France,2023-08-24,0.4212774205560702
U03222,25,Female,None,Unemployment,458.74,678.12,Czech Republic,2023-01-29,0.5607298539445414
U03223,37,Female,PhD,Savings,300.81,61.82,Spain,2023-01-04,0.3386524274637669
U03224,41,Male,Bachelor,Employment,500.67,654.9,France,2024-02-26,0.5504874568188552
U03225,57,Other,Bachelor,Savings,926.75,2272.37,Finland,2022-08-13,0.513460544022788
U03226,65,Male,None,Unemployment,728.29,1668.02,Czech Republic,2022-04-16,0.5894503592665503
U03227,69,Other,None,Retirement,376.25,899.15,Spain,2020-12-09,0.4556042310181609
U03228,59,Male,Master,Student Aid,28.8,360.92,Spain,2022-01-10,0.5951425899773357
U03229,19,Other,High School,Business,182.7,276.25,Italy,2021-06-17,0.45468544384630916
U03230,37,Male,None,Business,343.59,934.62,Spain,2021-03-25,0.7381100903623306
U03231,68,Male,Bachelor,Retirement,847.63,1306.84,France,2021-08-16,0.5197683737317005
U03232,29,Female,High School,Student Aid,274.98,203.89,Italy,2021-03-15,0.5224118727381333
U03233,31,Male,None,Employment,78.57,1633.86,Poland,2021-09-13,0.12913315128584785
U03234,67,Other,Master,Student Aid,233.3,252.55,Sweden,2024-02-16,0.6172201121371175
U03235,36,Female,Master,Employment,13.36,293.94,Finland,2024-04-07,0.6234023639861216
U03236,53,Other,Master,Student Aid,149.47,614.49,France,2022-12-22,0.5502975884595962
U03237,66,Female,None,Retirement,31.98,142.83,Netherlands,2023-10-05,0.7140513354048592
U03238,74,Male,High School,Retirement,362.16,3292.82,Italy,2021-05-01,0.5557101628898353
U03239,41,Other,Master,Business,188.19,1363.72,Spain,2024-11-11,0.4765979510865117
U03240,50,Male,None,Student Aid,218.7,2348.88,Ireland,2023-05-09,0.6885627338158018
U03241,41,Other,High School,Student Aid,1280.01,60.36,Finland,2022-01-26,0.5236019851509617
U03242,64,Other,PhD,Student Aid,114.95,550.68,Spain,2024-02-24,0.6464759883594746
U03243,61,Other,None,Savings,120.9,240.33,Italy,2022-12-04,0.5996079429958374
U03244,21,Female,Bachelor,Retirement,733.4,316.71,Spain,2024-03-30,0.4235251225247299
U03245,33,Male,None,Student Aid,50.58,1031.53,Portugal,2022-07-23,0.328022663476214
U03246,53,Female,Bachelor,Unemployment,456.6,18.64,Italy,2021-04-28,0.1456653260239712
U03247,67,Other,PhD,Retirement,107.23,194.56,France,2021-01-26,0.4735798703433832
U03248,67,Female,High School,Unemployment,614.7,4210.45,France,2021-08-23,0.2698812959826723
U03249,44,Female,Bachelor,Business,430.94,5539.45,Italy,2022-11-22,0.3916791175056705
U03250,23,Other,PhD,Student Aid,270.99,514.54,France,2020-08-24,0.6474575223018427
U03251,24,Other,Master,Employment,240.44,1115.86,Spain,2022-02-18,0.6537161168422592
U03252,46,Male,Bachelor,Unemployment,588.07,1358.95,Denmark,2023-02-03,0.6752870546410072
U03253,71,Other,Bachelor,Employment,128.98,286.86,France,2021-07-25,0.2877192320382638
U03254,32,Male,PhD,Business,476.09,589.2,Austria,2021-01-29,0.3829567198365841
U03255,35,Other,PhD,Employment,74.44,80.36,Finland,2022-06-01,0.3757729154189738
U03256,72,Other,Bachelor,Student Aid,212.04,2199.16,Portugal,2023-05-01,0.6028484588770566
U03257,22,Male,None,Employment,117.21,871.38,Belgium,2023-09-04,0.414939224942717
U03258,73,Female,High School,Employment,23.12,5820.01,Ireland,2024-09-02,0.5418366077013319
U03259,37,Male,High School,Business,295.55,2066.65,Italy,2020-09-20,0.7727061317808461
U03260,56,Male,Master,Business,109.61,1321.64,Denmark,2022-11-05,0.5147705471076628
U03261,19,Other,High School,Employment,141.37,4853.48,Portugal,2022-07-08,0.5482376810559134
U03262,62,Male,None,Student Aid,25.04,619.47,Ireland,2021-10-13,0.5174762078713806
U03263,68,Female,High School,Business,1368.77,205.93,France,2020-07-26,0.7187649055140166
U03264,31,Female,None,Unemployment,458.3,88.89,Ireland,2023-09-29,0.5122064048027299
U03265,38,Male,Master,Retirement,166.18,1111.83,Austria,2024-02-24,0.33358166668306705
U03266,48,Male,Bachelor,Employment,741.3,2115.8,Czech Republic,2025-01-12,0.756906711691441
U03267,72,Other,Master,Student Aid,0.36,1148.84,Czech Republic,2024-12-25,0.42302234286142043
U03268,58,Male,High School,Employment,121.52,999.48,Germany,2022-06-06,0.42230519232582736
U03269,47,Other,Master,Employment,48.56,1041.5,Czech Republic,2021-02-09,0.6877921181769736
U03270,32,Female,Bachelor,Employment,15.23,2640.32,Italy,2024-03-26,0.6373735672396407
U03271,22,Male,Bachelor,Unemployment,287.71,1179.88,Belgium,2021-03-03,0.3956870518499257
U03272,30,Male,Master,Student Aid,279.09,1366.84,Spain,2021-06-29,0.24955430104726767
U03273,41,Male,PhD,Student Aid,5.95,1587.12,Finland,2021-05-03,0.61716191776246
U03274,37,Male,PhD,Business,284.89,908.59,Germany,2020-05-28,0.11976975269728396
U03275,28,Male,High School,Retirement,261.13,1845.06,Netherlands,2020-10-29,0.6513451546423537
U03276,55,Male,None,Retirement,85.79,1360.53,Germany,2022-03-12,0.3780834543754219
U03277,20,Female,High School,Employment,460.14,1319.05,Sweden,2021-06-01,0.45585989185653597
U03278,66,Male,Bachelor,Unemployment,261.33,167.38,Czech Republic,2021-12-27,0.5821571660289735
U03279,74,Female,None,Business,237.98,818.97,Denmark,2023-09-17,0.505838202039895
U03280,46,Female,Bachelor,Student Aid,126.89,42.64,Denmark,2023-06-21,0.2042568705715755
U03281,44,Female,None,Retirement,254.48,120.8,Netherlands,2021-01-07,0.6610841255275244
U03282,71,Male,Master,Unemployment,73.19,367.13,Denmark,2022-07-04,0.44408978188516707
U03283,25,Female,Master,Student Aid,345.97,915.69,Portugal,2020-12-09,0.3268381675155536
U03284,68,Male,High School,Business,305.41,588.56,Portugal,2020-06-27,0.6085782820427704
U03285,43,Other,Bachelor,Retirement,294.69,820.35,France,2020-11-07,0.46895348276653437
U03286,33,Female,PhD,Student Aid,241.03,978.82,Portugal,2021-12-26,0.23474700660940906
U03287,73,Female,High School,Employment,189.19,1028.92,Sweden,2024-01-28,0.35763340406710026
U03288,26,Female,Master,Business,179.99,1110.53,Germany,2021-05-26,0.4561648193573232
U03289,50,Female,Bachelor,Business,823.73,1802.5,Portugal,2021-01-31,0.45523419752029326
U03290,47,Female,Master,Retirement,90.76,392.05,Austria,2023-02-15,0.4521854466700621
U03291,27,Female,PhD,Student Aid,1288.49,885.83,Belgium,2021-05-06,0.5432482728773609
U03292,41,Other,Master,Business,298.62,1595.51,Portugal,2020-08-31,0.6846795920969794
U03293,43,Other,Bachelor,Unemployment,249.81,1540.36,Belgium,2024-03-23,0.37001793715383935
U03294,26,Other,PhD,Savings,195.62,1097.43,Czech Republic,2020-09-25,0.47411265987073337
U03295,54,Female,None,Savings,402.04,808.29,Ireland,2021-09-24,0.7663121862732034
U03296,47,Male,PhD,Employment,57.33,2219.48,Sweden,2025-03-08,0.5461602903242632
U03297,41,Other,PhD,Savings,159.26,1646.49,Sweden,2023-12-27,0.7511406149106695
U03298,25,Other,Bachelor,Student Aid,51.73,64.13,Germany,2023-08-31,0.36486183221687707
U03299,30,Male,Master,Employment,158.82,217.28,Italy,2024-07-10,0.5966313258266192
U03300,57,Male,Master,Savings,262.37,86.47,Austria,2020-07-21,0.3521377888246955
U03301,72,Male,High School,Employment,100.68,728.48,Netherlands,2023-07-24,0.3528579909479946
U03302,68,Female,Bachelor,Retirement,773.96,844.46,Austria,2023-12-07,0.3843779554078866
U03303,64,Male,None,Unemployment,473.62,371.47,Italy,2021-10-09,0.7463408421748844
U03304,49,Male,Bachelor,Employment,229.96,3222.07,Finland,2023-04-25,0.6506506915462555
U03305,23,Male,High School,Student Aid,542.23,1704.79,Finland,2022-02-17,0.39822579042691675
U03306,70,Male,PhD,Student Aid,277.11,981.29,Poland,2021-11-23,0.45417508054195205
U03307,74,Other,PhD,Retirement,15.91,493.04,Poland,2022-08-23,0.3763911321967943
U03308,63,Other,High School,Student Aid,644.1,219.32,Sweden,2022-09-07,0.6521879379892201
U03309,63,Male,PhD,Savings,391.49,1652.93,Ireland,2024-02-05,0.3026303887672788
U03310,64,Male,High School,Business,140.4,2245.48,Netherlands,2021-07-26,0.43010735328919236
U03311,39,Male,High School,Business,417.83,288.96,Germany,2020-08-06,0.3585832026899785
U03312,59,Male,None,Unemployment,217.05,2018.31,France,2022-05-24,0.6123953454943978
U03313,51,Male,PhD,Student Aid,37.81,346.27,France,2022-10-24,0.4534321785950266
U03314,45,Other,None,Student Aid,44.19,803.88,Spain,2024-07-19,0.34724936826833996
U03315,28,Female,PhD,Student Aid,418.37,56.14,Netherlands,2023-10-23,0.5893483663366812
U03316,60,Female,High School,Retirement,59.89,1914.99,Germany,2024-12-26,0.4088102335366863
U03317,45,Male,High School,Student Aid,119.37,206.71,Poland,2024-05-18,0.572175733636884
U03318,48,Other,Bachelor,Savings,29.09,2971.62,France,2020-10-27,0.3518123249538472
U03319,68,Male,PhD,Unemployment,17.41,893.49,Denmark,2021-01-18,0.328260800344209
U03320,61,Female,None,Student Aid,712.93,1437.72,Ireland,2022-09-07,0.5592546966299233
U03321,20,Female,None,Savings,397.7,154.55,Spain,2023-07-24,0.3973490813690267
U03322,41,Other,Bachelor,Unemployment,73.69,475.57,France,2021-06-21,0.33437282858918527
U03323,49,Female,High School,Savings,346.49,3981.61,Belgium,2023-11-14,0.5177599000234466
U03324,32,Male,Bachelor,Unemployment,266.49,3079.49,Sweden,2021-12-31,0.6091126562635277
U03325,60,Male,Bachelor,Unemployment,1.7,36.3,France,2024-10-10,0.7286889545063846
U03326,66,Other,None,Savings,675.31,342.88,Ireland,2022-06-04,0.5551196996083874
